DISTRICT,YEAR,DA0GA00N,DA0GR00N,DA0LV00R,DAPID01N,DAPID01R,DAUND00C,DB0GR00N,DH0GR00N,DI0GR00N,DP0GR00N,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR00N,DW0GR00N
'211901,2001,0,13,20.3,0,0,41,0,1,0,0,8.3,4.8,3.8,0,0,0,0,4.7,5.6,.,100,33.3,0,0,.,.,0,.,431,57,13.2,0,0,229,53.1,39,9,27,6.3,25,5.8,29,6.7,32,7.4,40,9.3,27,6.3,27,6.3,43,10,30,7,19,4.4,21,4.9,0,0,184,42.7,33,7.7,39,9,139,32.3,0,0,90,20.9,0,0,10,2.3,0,0,292,67.7,0,12
'211902,2001,0,46,0.4,1,0.1,1,0,14,0,0,5.7,0,5.1,1.7,2.4,0,2.1,0,9.1,25,0,0,0,0,0,0,0,20,600,58,9.7,1,0.2,343,57.2,37,6.2,43,7.2,44,7.3,47,7.8,66,11,44,7.3,57,9.5,46,7.7,47,7.8,26,4.3,38,6.3,34,5.7,0,0,33,5.5,41,6.8,30,5,255,42.5,0,0,59,9.8,0,0,52,8.7,153,25.5,344,57.3,3,32
'212801,2001,.,.,8.3,23,14.9,4,.,.,.,.,.,.,0,0,0,0,0,0,.,.,.,0,0,0,0,0,0,.,118,0,0,18,15.3,7,5.9,0,0,11,9.3,14,11.9,24,20.3,23,19.5,26,22,11,9.3,9,7.6,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0,7,5.9,0,0,0,0,0,0,48,40.7,0,0,93,78.8,.,.
'212802,2001,0,8,10.7,0,0,12,1,0,0,0,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,129,0,0,33,25.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,2,1.6,11,8.5,38,29.5,34,26.4,23,17.8,20,15.5,0,0,0,0,0,0,0,0,11,8.5,0,0,0,0,0,0,11,8.5,0,0,85,65.9,0,7
'212901,2001,0,53,0.4,2,0.2,2,20,1,0,0,6.3,0,6.1,2.1,3.1,0,0,0,5.7,33.3,12.5,0,0,0,0,0,0,30,861,10,1.2,230,26.7,397,46.1,64,7.4,66,7.7,63,7.3,54,6.3,62,7.2,72,8.4,74,8.6,63,7.3,86,10,58,6.7,59,6.9,69,8,0,0,88,10.2,54,6.3,17,2,18,2.1,2,0.2,11,1.3,4,0.5,101,11.7,343,39.8,607,70.5,4,32
'212902,2001,0,71,0.5,2,0.1,3,8,0,0,0,4.5,4.4,1.3,0,1.1,0,1,0,2.3,50,9.1,0,0,0,0,0,0,20,1406,1,0.1,85,6,408,29,103,7.3,105,7.5,113,8,96,6.8,115,8.2,117,8.3,104,7.4,126,9,129,9.2,100,7.1,88,6.3,79,5.6,2,0.1,73,5.2,98,7,31,2.2,44,3.1,11,0.8,8,0.6,6,0.4,157,11.2,285,20.3,1260,89.6,2,63
'212903,2001,0,188,0,6,0.2,0,14,9,0,3,6.2,3.4,2.8,1.1,2.4,0.6,1.1,2.3,1.1,6.7,10.5,0,0,3.7,0,5.6,0,6.7,2722,43,1.6,241,8.9,735,27,214,7.9,190,7,208,7.6,211,7.8,248,9.1,192,7.1,231,8.5,228,8.4,228,8.4,217,8,178,6.5,134,4.9,8,0.3,170,6.2,174,6.4,61,2.2,146,5.4,30,1.1,55,2,22,0.8,311,11.4,541,19.9,2283,83.9,16,162
'212904,2001,0,36,0,63,5.9,0,7,1,0,0,3.4,1.6,5.2,7.1,0,1.8,2.9,0,0,0,0,0,0,0,0,0,0,10,944,8,0.8,183,19.4,461,48.8,64,6.8,68,7.2,79,8.4,74,7.8,60,6.4,71,7.5,69,7.3,84,8.9,66,7,65,6.9,62,6.6,55,5.8,2,0.2,56,5.9,77,8.2,48,5.1,42,4.4,4,0.4,8,0.8,2,0.2,98,10.4,168,17.8,713,75.5,3,28
'212905,2001,0,840,0.3,163,0.9,23,292,96,0,7,5.5,3.7,2.3,2.2,0.6,0.3,1.2,1.1,2.5,6.7,5.1,4.9,2.1,1.3,5.7,2.3,3.6,9.7,16626,2225,13.4,5938,35.7,8726,52.5,1364,8.2,1347,8.1,1294,7.8,1323,8,1194,7.2,1241,7.5,1270,7.6,1257,7.6,1535,9.2,1101,6.6,1024,6.2,946,5.7,47,0.3,1249,7.5,1306,7.9,377,2.3,4445,26.7,29,0.2,2378,14.3,156,0.9,1914,11.5,3166,19,6058,36.4,77,445
'212906,2001,0,265,0,2,0,0,23,7,0,2,3.1,1.6,1.2,1.1,1.6,1.8,2.1,3.7,5.2,1.6,2.6,4.8,5.3,0,10.7,0,4.5,2.7,4003,60,1.5,347,8.7,834,20.8,290,7.2,272,6.8,299,7.5,291,7.3,320,8,339,8.5,312,7.8,326,8.1,358,8.9,295,7.4,279,7,240,6,7,0.2,296,7.4,288,7.2,87,2.2,163,4.1,9,0.2,61,1.5,46,1.1,361,9,830,20.7,3438,85.9,29,233
'212909,2001,0,170,0.3,4,0.1,5,56,14,1,1,6.5,0,2.1,0.5,2.2,1.6,2.3,2.8,0.6,0,12.5,3.4,0,0,0,0,6.1,0,2992,261,8.7,840,28.1,1416,47.3,215,7.2,191,6.4,209,7,221,7.4,240,8,209,7,216,7.2,246,8.2,253,8.5,214,7.2,238,8,191,6.4,3,0.1,146,4.9,227,7.6,119,4,526,17.6,9,0.3,262,8.8,17,0.6,287,9.6,777,26,1600,53.5,19,98
'212910,2001,0,46,0,3,0.3,0,5,1,0,0,3.3,1.7,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,13,1.3,216,21.4,426,42.1,68,6.7,67,6.6,75,7.4,75,7.4,75,7.4,79,7.8,77,7.6,81,8,84,8.3,88,8.7,72,7.1,64,6.3,0,0,57,5.6,73,7.2,33,3.3,70,6.9,3,0.3,15,1.5,4,0.4,120,11.9,265,26.2,718,71,5,40
'213801,2001,.,.,.,18,31.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,0,0,0,0,31,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,31,54.4,6,10.5,14,24.6,2,3.5,0,0,1,1.8,0,0,0,0,7,12.3,0,0,0,0,0,0,0,0,56,98.2,50,87.7,.,.
'213901,2001,0,92,6,21,1.2,49,0,13,0,0,2.4,0,0,0.9,1.1,1,4.6,0.9,2,0,6.7,0,8.3,0,0,34.8,9.1,0,1614,121,7.5,6,0.4,581,36,110,6.8,110,6.8,97,6,110,6.8,119,7.4,116,7.2,138,8.6,108,6.7,131,8.1,142,8.8,107,6.6,119,7.4,7,0.4,112,6.9,120,7.4,80,5,317,19.6,17,1.1,122,7.6,6,0.4,217,13.4,343,21.3,1268,78.6,11,79
'214901,2001,174,375,0.4,124,1.3,14,0,375,0,0,3.6,3.2,0.9,0.6,0,0.5,1,0.8,1.3,7.4,4.2,0.9,0,0.8,1.8,4,0,9.1,8512,3463,40.7,1,0,6941,81.5,715,8.4,695,8.2,701,8.2,691,8.1,655,7.7,600,7,557,6.5,610,7.2,859,10.1,532,6.3,409,4.8,408,4.8,21,0.2,888,10.4,684,8,375,4.4,8484,99.7,1,0,4248,49.9,12,0.1,1191,14,1854,21.8,14,0.2,34,0
'214902,2001,0,24,0,1,0.3,0,0,24,0,0,0,0,0,8.3,0,0,0,0,9.5,0,0,0,0,0,0,0,0,.,270,48,17.8,0,0,210,77.8,22,8.1,19,7,14,5.2,20,7.4,14,5.2,19,7,19,7,21,7.8,21,7.8,26,9.6,20,7.4,19,7,0,0,29,10.7,21,7.8,15,5.6,255,94.4,0,0,52,19.3,0,0,37,13.7,66,24.4,15,5.6,3,0
'214903,2001,0,285,0.1,51,0.8,2,0,283,0,0,1.4,1.3,0,0.3,0.8,0.3,3.1,1.2,0.5,2.8,0,1.9,0,0,0,4,2,0,5993,3201,53.4,0,0,5370,89.6,462,7.7,452,7.5,442,7.4,493,8.2,428,7.1,431,7.2,417,7,436,7.3,564,9.4,432,7.2,334,5.6,274,4.6,166,2.8,384,6.4,436,7.3,226,3.8,5978,99.7,3,0.1,3311,55.2,1,0,513,8.6,911,15.2,11,0.2,9,2
'215901,2001,0,118,0,1,0,0,5,23,1,0,3.5,0.9,0,1.9,0,0,0.9,0,2.9,11.8,0,4.2,4,0,10,4.2,0,0,1787,91,5.1,31,1.7,903,50.5,122,6.8,129,7.2,130,7.3,140,7.8,133,7.4,139,7.8,131,7.3,129,7.2,157,8.8,137,7.7,128,7.2,121,6.8,7,0.4,146,8.2,108,6,76,4.3,441,24.7,9,0.5,107,6,9,0.5,259,14.5,479,26.8,1297,72.6,18,89
'216901,2001,0,27,0.6,0,0,1,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,307,4,1.3,0,0,135,44,15,4.9,22,7.2,23,7.5,27,8.8,20,6.5,24,7.8,27,8.8,31,10.1,27,8.8,30,9.8,23,7.5,20,6.5,0,0,37,12.1,18,5.9,0,0,122,39.7,0,0,5,1.6,0,0,61,19.9,93,30.3,185,60.3,5,19
'217901,2001,0,31,0,3,0.9,0,4,8,0,1,0,0,0,0,0,0,0,0,0,0,20,0,25,0,0,0,0,0,266,3,1.1,14,5.3,105,39.5,15,5.6,16,6,14,5.3,13,4.9,20,7.5,15,5.6,28,10.5,18,6.8,24,9,18,6.8,17,6.4,26,9.8,13,4.9,41,15.4,19,7.1,10,3.8,46,17.3,0,0,3,1.1,0,0,48,18,93,35,206,77.4,5,18
'218901,2001,1,71,0.2,0,0,1,1,41,0,0,6.9,0,5.3,0,0,0,2.2,0,1.6,33.3,0,0,0,0,0,0,0,25,933,81,8.7,2,0.2,394,42.2,76,8.1,65,7,86,9.2,68,7.3,64,6.9,74,7.9,88,9.4,51,5.5,83,8.9,64,6.9,58,6.2,68,7.3,0,0,73,7.8,66,7.1,22,2.4,560,60,2,0.2,103,11,1,0.1,147,15.8,229,24.5,368,39.4,11,29
'219901,2001,0,17,0,0,0,0,0,2,0,0,0,0,22.2,0,0,0,7.1,0,18.2,0,0,0,0,0,0,0,0,0,227,1,0.4,0,0,91,40.1,12,5.3,11,4.8,15,6.6,9,4,22,9.7,16,7,17,7.5,20,8.8,25,11,24,10.6,24,10.6,15,6.6,0,0,11,4.8,17,7.5,0,0,28,12.3,2,0.9,8,3.5,0,0,42,18.5,83,36.6,197,86.8,2,15
'219903,2001,0,87,0.2,5,0.3,1,4,26,0,0,5.2,4.1,2.7,0,0,0,0,4.9,2.7,5.3,8.3,12.5,9.1,0,0,4.8,4.2,4.8,1255,61,4.9,73,5.8,772,61.5,88,7,92,7.3,83,6.6,89,7.1,96,7.6,98,7.8,114,9.1,101,8,114,9.1,100,8,94,7.5,85,6.8,2,0.2,32,2.5,80,6.4,19,1.5,669,53.3,0,0,84,6.7,0,0,189,15.1,228,18.2,513,40.9,12,57
'219905,2001,0,26,0,0,0,0,0,12,0,0,13.6,0,8,0,0,0,0,0,0,25,0,0,0,.,0,0,0,.,322,10,3.1,19,5.9,230,71.4,21,6.5,22,6.8,24,7.5,29,9,22,6.8,21,6.5,19,5.9,23,7.1,32,9.9,31,9.6,38,11.8,20,6.2,0,0,29,9,20,6.2,0,0,181,56.2,0,0,11,3.4,0,0,34,10.6,101,31.4,122,37.9,2,14
'220801,2001,.,.,11.4,32,11,16,.,.,.,.,9.1,6.7,0,5.9,9.1,0,11.1,6.3,0,.,.,.,.,.,.,.,.,.,234,0,0,6,2.6,4,1.7,14,6,15,6.4,18,7.7,15,6.4,24,10.3,13,5.6,28,12,18,7.7,20,8.5,26,11.1,23,9.8,11,4.7,0,0,0,0,9,3.8,0,0,9,3.8,3,1.3,0,0,9,3.8,22,9.4,0,0,207,88.5,.,.
'220802,2001,.,.,8.3,53,17.5,4,.,.,.,.,21.1,4,8.3,0,0,5.6,11.1,0,0,0,0,.,0,50,.,.,.,0,272,0,0,49,18,15,5.5,55,20.2,35,12.9,36,13.2,18,6.6,19,7,23,8.5,19,7,17,6.3,17,6.3,0,0,0,0,0,0,0,0,0,0,33,12.1,0,0,20,7.4,4,1.5,0,0,16,5.9,14,5.1,0,0,183,67.3,.,.
'220803,2001,0,16,3.6,3,1.5,6,0,4,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,0,0,1,1.2,56,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13.1,24,28.6,28,33.3,21,25,0,0,0,0,0,0,0,0,20,23.8,0,0,0,0,0,0,17,20.2,68,81,63,75,0,12
'220804,2001,.,.,.,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,201,0,0,142,70.6,123,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,36.8,64,31.8,32,15.9,31,15.4,0,0,0,0,0,0,0,0,45,22.4,0,0,0,0,0,0,7,3.5,94,46.8,14,7,.,.
'220806,2001,0,35,2.5,83,27.3,5,35,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,176,2,1.1,165,93.8,106,60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,33.5,56,31.8,33,18.8,28,15.9,0,0,0,0,0,0,0,0,10,5.7,0,0,1,0.6,0,0,12,6.8,153,86.9,1,0.6,0,0
'220807,2001,.,.,9.1,0,0,17,.,.,.,.,.,.,.,.,.,0,50,33.3,.,.,.,.,.,.,.,.,.,.,142,0,0,78,54.9,0,0,0,0,0,0,0,0,0,0,0,0,5,3.5,8,5.6,14,9.9,45,31.7,32,22.5,23,16.2,15,10.6,0,0,0,0,0,0,0,0,44,31,1,0.7,0,0,2,1.4,7,4.9,0,0,17,12,.,.
'220901,2001,0,2746,1.1,412,0.6,280,462,320,14,263,4.4,1.5,1.2,1,1,0.8,3,1.9,3.4,13.5,3.6,2.2,1.8,2.3,1.1,8,3.9,12.3,58866,7745,13.2,12522,21.3,22071,37.5,4622,7.9,4681,8,4646,7.9,4815,8.2,4740,8.1,4676,7.9,4715,8,4441,7.5,5572,9.5,3493,5.9,3184,5.4,2881,4.9,216,0.4,4995,8.5,4535,7.7,1649,2.8,14129,24,343,0.6,7797,13.2,4002,6.8,5800,9.9,14507,24.6,27870,47.3,153,1687
'220902,2001,0,1121,4.4,401,1.7,449,31,105,6,55,3.6,2.4,0.8,0.4,0.5,1.6,1.6,1.7,2.4,8.5,2.8,2.7,0.9,5.4,4.1,3.5,1.2,7.8,21246,1266,6,833,3.9,5757,27.1,1599,7.5,1639,7.7,1663,7.8,1631,7.7,1712,8.1,1702,8,1705,8,1671,7.9,1840,8.7,1549,7.3,1330,6.3,1144,5.4,170,0.8,1638,7.7,1484,7,407,1.9,3639,17.1,84,0.4,1328,6.3,1227,5.8,2890,13.6,3698,17.4,15463,72.8,88,924
'220904,2001,0,123,3.5,107,2.5,59,84,15,0,1,6.6,4.4,4,1,0.9,0,0.6,1.5,6,17.4,4.9,1.7,0,0,0,5.5,2,14.3,3632,324,8.9,2002,55.1,2212,60.9,283,7.8,275,7.6,282,7.8,289,8,282,7.8,318,8.8,306,8.4,301,8.3,325,8.9,247,6.8,174,4.8,161,4.4,13,0.4,335,9.2,255,7,121,3.3,883,24.3,10,0.3,326,9,49,1.3,594,16.4,601,16.5,688,18.9,18,23
'220905,2001,36,3291,4.7,4437,4.9,1637,1101,1073,10,123,5.3,3.6,1.9,1.5,0.4,2,3.8,2.1,2.7,9.4,6.1,2.1,2.8,1.3,4.1,5.8,2.6,8.8,79661,19368,24.3,24622,30.9,45153,56.7,6824,8.6,6665,8.4,6459,8.1,6529,8.2,6182,7.8,6101,7.7,5915,7.4,5639,7.1,7121,8.9,4885,6.1,4015,5,3790,4.8,159,0.2,8494,10.7,6349,8,3028,3.8,36186,45.4,187,0.2,20273,25.4,1643,2.1,8075,10.1,11375,14.3,17023,21.4,242,984
'220906,2001,0,827,0.5,130,0.8,35,16,54,4,23,1,0.8,0.3,0.2,0.1,0,0.3,0.2,3,2.7,2.6,2.9,0,0,0,4.3,1.2,13,13584,349,2.6,397,2.9,868,6.4,986,7.3,998,7.3,1007,7.4,1097,8.1,1094,8.1,1069,7.9,1160,8.5,1133,8.3,1127,8.3,1093,8,1016,7.5,843,6.2,25,0.2,4111,30.3,866,6.4,70,0.5,1064,7.8,76,0.6,349,2.6,500,3.7,1022,7.5,2523,18.6,11547,85,35,730
'220907,2001,2,856,1.2,416,2.2,91,29,49,3,45,4.3,1.5,0.3,0.3,0.3,0.2,4.3,1.2,1.5,9.6,1.5,0,3.2,0,2.1,7.4,4.9,2.7,17083,380,2.2,723,4.2,1427,8.4,1397,8.2,1391,8.1,1430,8.4,1392,8.1,1398,8.2,1397,8.2,1369,8,1321,7.7,1369,8,1204,7,1080,6.3,882,5.2,67,0.4,1585,9.3,1295,7.6,91,0.5,1493,8.7,52,0.3,471,2.8,893,5.2,1233,7.2,1992,11.7,13922,81.5,40,730
'220908,2001,0,716,0,31,0.2,2,51,68,5,29,2.8,1.2,1,0.1,0.2,0.3,1.3,0.9,1.9,6.6,3,1.2,0,1,1.1,1.3,1.7,2.9,14888,676,4.5,1899,12.8,2568,17.2,1218,8.2,1131,7.6,1181,7.9,1175,7.9,1264,8.5,1253,8.4,1178,7.9,1159,7.8,1299,8.7,1085,7.3,840,5.6,731,4.9,53,0.4,1364,9.2,1141,7.7,180,1.2,1874,12.6,65,0.4,720,4.8,569,3.8,1834,12.3,2929,19.7,10481,70.4,35,563
'220909,2001,0,7,2.1,12,6,2,0,3,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,.,.,0,0,.,155,0,0,5,3.2,0,0,2,1.3,10,6.5,6,3.9,12,7.7,9,5.8,15,9.7,24,15.5,18,11.6,24,15.5,13,8.4,8,5.2,10,6.5,0,0,0,0,3,1.9,1,0.6,32,20.6,2,1.3,0,0,2,1.3,39,25.2,36,23.2,114,73.5,0,4
'220910,2001,0,95,0.8,10,0.4,7,6,34,1,0,5.2,2.4,1.8,0,0,0.8,1.7,1,4.2,0,0,0,0,2.9,0,0,0,6.3,2002,233,11.6,121,6,1489,74.4,151,7.5,135,6.7,157,7.8,133,6.6,157,7.8,179,8.9,150,7.5,153,7.6,171,8.5,126,6.3,126,6.3,99,4.9,0,0,81,4,142,7.1,123,6.1,783,39.1,17,0.8,244,12.2,21,1,252,12.6,395,19.7,1060,52.9,12,54
'220912,2001,0,504,0.2,254,2.4,9,89,55,2,19,2.9,1.3,1,0.4,0.5,0.4,1.8,0.5,3.6,13.4,4.5,0,2,0,1.5,1.7,2.7,12,9137,214,2.3,1872,20.5,1702,18.6,659,7.2,631,6.9,714,7.8,701,7.7,710,7.8,757,8.3,738,8.1,785,8.6,771,8.4,754,8.3,642,7,584,6.4,48,0.5,618,6.8,524,5.7,119,1.3,1236,13.5,60,0.7,287,3.1,355,3.9,1308,14.3,1249,13.7,5614,61.4,48,339
'220914,2001,0,128,0.8,37,1.2,10,12,15,0,0,1.5,0.6,1.1,0.5,1.8,2.1,2.1,2.3,6.4,14.3,0,0,0,6.5,7.1,0,0,0,2732,62,2.3,307,11.2,545,19.9,193,7.1,229,8.4,217,7.9,255,9.3,226,8.3,215,7.9,245,9,235,8.6,229,8.4,188,6.9,157,5.7,134,4.9,4,0.1,225,8.2,205,7.5,0,0,315,11.5,9,0.3,66,2.4,58,2.1,265,9.7,395,14.5,2043,74.8,7,101
'220915,2001,174,290,0.6,13,0.2,18,1,12,1,2,5.7,3.2,1,0,1,1.5,2.5,0.5,4.8,14.5,7,7.8,4.5,1.4,0,5.6,1.4,18.4,5825,67,1.2,42,0.7,1566,26.9,398,6.8,439,7.5,397,6.8,471,8.1,479,8.2,492,8.4,478,8.2,459,7.9,604,10.4,430,7.4,395,6.8,305,5.2,48,0.8,523,9,430,7.4,0,0,389,6.7,45,0.8,78,1.3,26,0.4,730,12.5,1151,19.8,5323,91.4,28,274
'220916,2001,0,1265,0.2,303,1.3,23,66,104,9,87,7.8,0.8,0.4,0.7,0.1,0.4,3.8,2,3,15.9,2.6,2.2,0.8,0.9,0.8,6.9,3.3,3,19203,1417,7.4,1753,9.1,5265,27.4,1468,7.6,1434,7.5,1437,7.5,1442,7.5,1484,7.7,1445,7.5,1485,7.7,1493,7.8,1508,7.9,1461,7.6,1368,7.1,1260,6.6,72,0.4,1819,9.5,1463,7.6,383,2,2716,14.1,155,0.8,1799,9.4,1710,8.9,2162,11.3,2623,13.7,12869,67,69,999
'220917,2001,0,180,0.5,28,0.7,8,3,39,0,5,2.9,1.7,0.5,0,1,2.5,3.7,0.4,2,0,3.2,1.9,0,0,7.1,6.4,13.5,0,3337,329,9.9,27,0.8,1621,48.6,234,7,251,7.5,275,8.2,269,8.1,277,8.3,268,8,245,7.3,256,7.7,325,9.7,244,7.3,189,5.7,171,5.1,13,0.4,198,5.9,235,7,85,2.5,1303,39,11,0.3,360,10.8,26,0.8,413,12.4,565,16.9,1970,59,12,133
'220918,2001,0,374,0.1,49,0.7,2,7,46,2,19,2.4,1.8,3.1,0.5,2,0.7,3,1.8,2.2,11.1,5.3,9.4,1.8,2.8,3.2,2.1,1.4,8,6567,147,2.2,182,2.8,1160,17.7,514,7.8,519,7.9,493,7.5,490,7.5,497,7.6,558,8.5,512,7.8,529,8.1,638,9.7,484,7.4,405,6.2,366,5.6,16,0.2,423,6.4,462,7,84,1.3,1113,16.9,18,0.3,165,2.5,317,4.8,677,10.3,1102,16.8,4937,75.2,25,300
'220919,2001,0,364,0.2,82,1.1,5,5,10,0,6,2,0.2,0.5,0,0.2,0,0,0,1.6,6,1.6,0,0,0,0,0,2.9,0,6658,27,0.4,95,1.4,80,1.2,517,7.8,483,7.3,552,8.3,554,8.3,579,8.7,567,8.5,572,8.6,516,7.8,493,7.4,507,7.6,456,6.8,446,6.7,17,0.3,907,13.6,399,6,0,0,209,3.1,21,0.3,27,0.4,176,2.6,585,8.8,1262,19,6157,92.5,13,343
'220920,2001,0,231,0.2,4,0.1,4,23,35,2,10,4,3.7,2.4,1.9,1.9,1,1.7,0.4,2.6,6,6.1,1.6,1.4,0,7.3,4.3,9.1,20,4470,112,2.5,332,7.4,1664,37.2,362,8.1,337,7.5,325,7.3,371,8.3,353,7.9,341,7.6,360,8.1,354,7.9,386,8.6,342,7.7,293,6.6,229,5.1,16,0.4,240,5.4,329,7.4,72,1.6,722,16.2,34,0.8,133,3,109,2.4,613,13.7,740,16.6,3273,73.2,19,161
'221801,2001,0,6,2.2,0,0,3,0,1,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,116,0,0,5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,5,4.3,7,6,10,8.6,37,31.9,37,31.9,11,9.5,9,7.8,0,0,0,0,0,0,0,0,35,30.2,1,0.9,0,0,2,1.7,18,15.5,0,0,73,62.9,0,5
'221901,2001,0,1027,0.1,17,0.1,7,106,234,3,12,9,3.9,3.1,1.3,0.5,5.4,5.3,4.4,6.3,13.4,6.8,3,3,2.7,4.4,6.2,7.7,14.4,18118,357,2,2145,11.8,9287,51.3,1438,7.9,1304,7.2,1394,7.7,1317,7.3,1318,7.3,1420,7.8,1348,7.4,1387,7.7,1435,7.9,1409,7.8,1158,6.4,1010,5.6,94,0.5,962,5.3,1460,8.1,626,3.5,5248,29,56,0.3,357,2,217,1.2,3343,18.5,5583,30.8,10452,57.7,116,672
'221904,2001,0,82,0,0,0,0,1,11,0,0,4.3,1.3,1.3,0,0,1.3,5,0,11.9,5.9,4.2,0,0,0,0,4.2,0,9.1,1440,27,1.9,34,2.4,706,49,90,6.3,93,6.5,105,7.3,100,6.9,116,8.1,114,7.9,102,7.1,108,7.5,126,8.8,116,8.1,110,7.6,96,6.7,5,0.3,135,9.4,106,7.4,53,3.7,185,12.8,2,0.1,27,1.9,3,0.2,273,19,283,19.7,1216,84.4,14,70
'221905,2001,5,12,1.2,1,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,151,18,11.9,4,2.6,76,50.3,9,6,8,5.3,16,10.6,13,8.6,13,8.6,12,7.9,13,8.6,14,9.3,9,6,11,7.3,15,9.9,12,7.9,0,0,9,6,6,4,0,0,35,23.2,0,0,18,11.9,0,0,33,21.9,35,23.2,112,74.2,2,11
'221911,2001,0,67,4.4,21,1.8,23,2,4,0,0,0,1.6,1.6,1.7,0,1.3,0,0,4.8,10,8.3,0,0,0,0,0,0,16.7,1030,10,1,4,0.4,322,31.3,51,5,65,6.3,75,7.3,75,7.3,74,7.2,87,8.4,80,7.8,90,8.7,93,9,100,9.7,83,8.1,77,7.5,5,0.5,127,12.3,69,6.7,6,0.6,59,5.7,0,0,8,0.8,0,0,143,13.9,202,19.6,967,93.9,4,61
'221912,2001,0,181,0,10,0.3,0,3,10,0,3,2,0,0,0,0,0,0,0,9.3,0,0,3.2,0,0,0,0,0,6.9,2646,7,0.3,61,2.3,205,7.7,189,7.1,173,6.5,220,8.3,192,7.3,239,9,217,8.2,226,8.5,222,8.4,201,7.6,198,7.5,205,7.7,179,6.8,4,0.2,135,5.1,181,6.8,0,0,145,5.5,7,0.3,7,0.3,44,1.7,318,12,840,31.7,2389,90.3,13,165
'222901,2001,0,11,0,0,0,0,0,6,0,0,6.7,7.7,0,0,0,44.4,0,6.3,0,0,.,0,0,0,0,0,16.7,0,200,13,6.5,0,0,117,58.5,9,4.5,15,7.5,12,6,10,5,17,8.5,18,9,7,3.5,22,11,22,11,28,14,13,6.5,12,6,1,0.5,22,11,8,4,6,3,128,64,6,3,14,7,1,0.5,24,12,82,41,65,32.5,0,5
'223901,2001,38,134,0,0,0,0,2,69,0,2,5.6,0.9,0,0.8,0,1.6,1.5,2.1,8.4,3.6,32.5,0,3.6,0,7.7,9.4,3.7,15.4,2085,80,3.8,106,5.1,1273,61.1,142,6.8,155,7.4,140,6.7,145,7,144,6.9,162,7.8,149,7.1,157,7.5,188,9,186,8.9,165,7.9,105,5,7,0.3,147,7.1,142,6.8,98,4.7,1274,61.1,7,0.3,84,4,9,0.4,302,14.5,659,31.6,689,33,10,61
'223902,2001,12,22,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,0,323,42,13,2,0.6,207,64.1,16,5,24,7.4,24,7.4,24,7.4,21,6.5,29,9,22,6.8,25,7.7,26,8,26,8,20,6.2,24,7.4,0,0,21,6.5,25,7.7,17,5.3,199,61.6,0,0,42,13,0,0,38,11.8,91,28.2,122,37.8,2,9
