CAMPUS,YEAR,C200A001212R,C200A001213R,C200AC01212R,C200AC01213R,C200AM01212R,C200AM01213R,C200AR01212R,C200AR01213R,C200AS01212R,C200AS01213R,C200AW01212R,C200AW01213R,C300A001212R,C300A001213R,C300AC01212R,C300AC01213R,C300AM01212R,C300AM01213R,C300AR01212R,C300AR01213R,C300AS01212R,C300AS01213R,C300AW01212R,C300AW01213R,C400A001212R,C400A001213R,C400AC01212R,C400AC01213R,C400AM01212R,C400AM01213R,C400AR01212R,C400AR01213R,C400AS01212R,C400AS01213R,C400AW01212R,C400AW01213R,CA00A001212R,CA00A001213R,CA00AC01212R,CA00AC01213R,CA00AM01212R,CA00AM01213R,CA00AR01212R,CA00AR01213R,CA00AS01212R,CA00AS01213R,CA00AW01212R,CA00AW01213R,CB00A001212R,CB00A001213R,CB00AC01212R,CB00AC01213R,CB00AM01212R,CB00AM01213R,CB00AR01212R,CB00AR01213R,CB00AS01212R,CB00AS01213R,CB00AW01212R,CB00AW01213R,CE00A001212R,CE00A001213R,CE00AC01212R,CE00AC01213R,CE00AM01212R,CE00AM01213R,CE00AR01212R,CE00AR01213R,CE00AS01212R,CE00AS01213R,CE00AW01212R,CE00AW01213R,CF00A001212R,CF00A001213R,CF00AC01212R,CF00AC01213R,CF00AM01212R,CF00AM01213R,CF00AR01212R,CF00AR01213R,CF00AS01212R,CF00AS01213R,CF00AW01212R,CF00AW01213R,CH00A001212R,CH00A001213R,CH00AC01212R,CH00AC01213R,CH00AM01212R,CH00AM01213R,CH00AR01212R,CH00AR01213R,CH00AS01212R,CH00AS01213R,CH00AW01212R,CH00AW01213R,CI00A001212R,CI00A001213R,CI00AC01212R,CI00AC01213R,CI00AM01212R,CI00AM01213R,CI00AR01212R,CI00AR01213R,CI00AS01212R,CI00AS01213R,CI00AW01212R,CI00AW01213R,CL00A001212R,CL00A001213R,CL00AC01212R,CL00AC01213R,CL00AM01212R,CL00AM01213R,CL00AR01212R,CL00AR01213R,CL00AS01212R,CL00AS01213R,CL00AW01212R,CL00AW01213R,CM00A001212R,CM00A001213R,CM00AC01212R,CM00AC01213R,CM00AM01212R,CM00AM01213R,CM00AR01212R,CM00AR01213R,CM00AS01212R,CM00AS01213R,CM00AW01212R,CM00AW01213R,CR00A001212R,CR00A001213R,CR00AC01212R,CR00AC01213R,CR00AM01212R,CR00AM01213R,CR00AR01212R,CR00AR01213R,CR00AS01212R,CR00AS01213R,CR00AW01212R,CR00AW01213R,CS00A001212R,CS00A001213R,CS00AC01212R,CS00AC01213R,CS00AM01212R,CS00AM01213R,CS00AR01212R,CS00AR01213R,CS00AS01212R,CS00AS01213R,CS00AW01212R,CS00AW01213R,CW00A001212R,CW00A001213R,CW00AC01212R,CW00AC01213R,CW00AM01212R,CW00AM01213R,CW00AR01212R,CW00AR01213R,CW00AS01212R,CW00AS01213R,CW00AW01212R,CW00AW01213R
'188904041,13,47,51,-1,60,54,53,54,60,-1,-1,-1,29,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,51,52,53,44,55,58,56,59,35,33,37,39,50,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,42,36,53,31,43,44,44,41,32,22,28,19,52,52,49,35,52,61,60,59,33,31,44,50,39,40,35,29,43,49,46,46,25,10,21,43,-1,11,.,-1,-1,-1,-1,-1,.,-1,-1,.,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,-1,51,52,57,53,56,56,53,58,36,34,29,31,21,21,27,15,18,24,23,28,13,21,23,0,41,37,53,22,43,31,40,49,31,50,29,33,54,54,56,46,57,61,58,61,36,37,40,39
'188904101,13,100,40,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,53,.,.,48,52,54,53,.,.,60,52,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,.,36,39,.,.,30,42,37,33,.,.,47,42,54,55,.,.,45,52,58,58,.,.,63,55,32,50,.,.,29,44,33,56,.,.,36,50,100,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,51,50,.,.,50,52,49,48,.,.,57,50,26,24,.,.,22,37,27,19,.,.,44,9,50,64,.,.,42,64,53,68,.,.,60,58,54,53,.,.,48,53,55,53,.,.,62,53
'189901001,13,-1,13,.,-1,-1,-1,-1,-1,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,22,19,18,9,17,19,34,10,18,23,22,.,0,.,-1,.,-1,.,-1,.,-1,.,.,13,20,15,14,6,13,17,31,11,17,23,21,20,24,20,21,8,24,26,36,10,5,47,29,14,20,17,16,8,16,19,30,8,17,22,20,.,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,12,21,18,16,9,12,14,32,10,30,7,16,11,12,15,6,4,9,16,21,7,8,18,14,20,10,30,9,20,6,19,16,18,-1,-1,-1,22,42,33,33,17,33,17,67,22,33,-1,30
'189901101,13,60,.,.,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,29,32,25,12,23,24,27,.,.,40,55,.,.,.,.,.,.,.,.,.,.,.,.,23,28,27,42,15,22,26,28,.,.,38,41,18,19,31,-1,9,16,17,16,.,.,44,56,18,23,32,18,10,21,18,23,.,.,33,41,.,.,.,.,.,.,.,.,.,.,.,.,13,21,-1,-1,-1,-1,13,-1,.,.,-1,-1,26,35,33,38,15,29,30,36,.,.,38,54,15,6,21,0,5,6,19,6,.,.,35,-1,14,40,-1,-1,-1,38,8,38,.,.,-1,-1,52,57,.,-1,27,36,64,55,.,.,-1,100
'189902001,13,.,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,100,.,-1,.,-1,.,-1,.,-1,.,-1,0,20,0,22,0,21,0,25,0,11,.,21,.,.,.,.,.,.,.,.,.,.,.,.,0,20,0,22,0,21,0,25,0,10,.,20,0,21,0,22,0,25,0,24,0,10,.,25,0,19,0,21,0,19,0,24,0,10,.,19,.,.,.,.,.,.,.,.,.,.,.,.,0,8,0,8,0,7,-1,13,0,6,.,6,0,19,0,23,0,18,0,25,0,12,.,17,0,9,0,10,0,7,0,14,0,3,.,8,0,9,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,58,-1,60,-1,80,-1,60,-1,40,.,-1
'189902041,13,.,.,.,.,.,.,.,.,.,.,.,.,79,67,-1,-1,-1,100,-1,40,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,24,30,16,28,24,28,30,35,24,25,20,30,.,.,.,.,.,.,.,.,.,.,.,.,23,30,16,29,24,27,29,35,22,26,20,29,21,27,13,24,18,23,32,36,15,14,19,33,22,28,14,26,22,26,29,35,23,24,18,29,.,.,.,.,.,.,.,.,.,.,.,.,6,7,4,3,9,7,6,10,10,9,4,5,26,32,19,32,30,34,29,34,31,36,21,27,9,9,6,6,10,7,11,12,11,11,3,9,9,10,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,62,65,67,-1,56,-1,67,60,50,-1,71,-1
'189902101,13,-1,.,-1,.,-1,.,-1,.,.,.,.,.,79,90,.,-1,83,88,83,88,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,28,33,28,24,23,30,34,36,.,.,27,39,.,.,.,.,.,.,.,.,.,.,.,.,27,30,24,21,23,29,32,33,.,.,28,35,31,31,23,19,24,26,39,35,.,.,30,41,27,31,27,22,23,27,32,34,.,.,27,37,.,.,.,.,.,.,.,.,.,.,.,.,18,27,3,22,16,25,22,27,.,.,19,32,26,34,31,27,23,34,29,37,.,.,25,36,19,26,9,17,16,24,23,29,.,.,23,34,41,43,17,-1,42,46,36,43,.,.,64,67,43,-1,-1,.,25,-1,63,-1,.,.,-1,.
'190903001,13,50,29,-1,23,60,25,-1,47,-1,15,-1,33,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,-1,.,-1,-1,-1,.,.,-1,24,31,17,26,16,28,26,41,24,25,44,37,4,9,0,0,-1,0,0,25,0,9,-1,-1,20,27,12,23,12,25,27,37,18,19,41,33,28,32,20,28,22,29,35,45,23,17,49,44,33,29,19,23,27,22,41,41,38,25,47,33,15,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,13,.,-1,.,-1,.,-1,.,-1,.,-1,20,30,15,24,12,27,19,37,26,32,38,29,13,13,9,6,3,8,15,25,14,8,29,18,23,28,22,16,13,17,22,37,23,24,50,48,23,32,17,27,15,30,24,41,23,25,44,38
'190903041,13,46,55,-1,-1,50,60,50,50,-1,-1,33,-1,-1,63,.,-1,-1,-1,-1,-1,.,-1,-1,.,.,43,.,-1,.,-1,.,-1,.,-1,.,-1,42,44,31,31,45,44,49,52,33,30,36,49,28,26,-1,-1,27,18,45,36,-1,-1,-1,40,35,35,24,19,39,36,43,42,21,26,26,38,42,46,28,24,43,45,51,58,27,18,42,60,34,36,22,19,35,39,44,39,28,31,18,38,-1,68,.,-1,-1,57,-1,71,.,-1,.,-1,0,31,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,43,43,33,37,46,44,48,46,38,40,31,40,20,25,12,20,21,26,25,30,14,18,20,17,23,48,9,40,24,45,22,50,18,44,33,73,44,45,32,33,47,45,51,54,35,28,41,50
'190903051,13,22,41,-1,40,-1,30,-1,50,.,.,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,-1,37,36,38,37,27,25,44,45,.,.,39,38,11,27,-1,-1,-1,-1,-1,-1,.,.,-1,-1,33,32,31,36,23,19,42,42,.,.,34,35,34,35,24,29,24,22,46,44,.,.,37,54,24,30,10,23,24,26,28,33,.,.,27,36,40,25,-1,-1,-1,17,20,33,.,.,-1,-1,19,13,-1,-1,22,8,11,8,.,.,-1,-1,39,36,50,45,30,27,42,46,.,.,42,25,22,18,22,11,17,7,30,28,.,.,18,30,32,29,-1,25,26,17,35,40,.,.,43,36,38,37,41,39,27,25,47,47,.,.,42,38
'190903101,13,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,31,.,.,.,22,.,39,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,24,.,.,.,17,.,31,.,.,.,.,.,36,.,.,.,25,.,48,.,.,.,.,.,25,.,.,.,20,.,30,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,27,.,.,.,20,.,33,.,.,.,.,.,5,.,.,.,3,.,6,.,.,.,.,.,30,.,.,.,27,.,33,.,.,.,.,.,32,.,.,.,22,.,41,.,.,.,.,.
'191901001,13,33,24,33,21,30,29,50,29,30,21,17,20,73,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,32,40,28,42,31,40,34,44,30,32,45,43,0,41,-1,43,-1,38,0,50,0,29,-1,-1,27,28,21,33,28,26,31,33,27,22,30,28,33,43,27,44,32,41,39,49,24,29,53,55,28,32,21,32,26,32,35,39,26,20,36,39,25,7,-1,0,-1,0,-1,13,-1,14,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,37,28,39,29,39,31,39,36,34,37,33,10,18,10,18,9,15,9,25,13,12,7,18,18,16,15,5,11,15,24,27,20,12,18,21,34,42,29,45,32,42,34,46,31,35,48,44
'191901002,13,21,30,13,23,25,36,25,39,29,18,-1,33,16,52,14,33,14,67,14,50,14,50,-1,57,.,.,.,.,.,.,.,.,.,.,.,.,26,34,21,30,28,33,29,42,20,30,36,34,28,34,25,38,38,31,24,46,29,25,-1,28,17,23,10,21,21,25,22,31,13,17,22,20,24,33,18,26,27,32,30,44,15,25,38,40,24,30,17,24,25,30,29,41,17,30,38,26,19,48,-1,50,-1,50,-1,50,-1,33,-1,-1,.,3,.,-1,.,-1,.,-1,.,-1,.,-1,28,35,24,34,29,34,29,41,25,35,34,28,7,16,4,8,7,15,11,27,4,14,10,15,11,12,7,8,7,8,19,19,11,10,-1,15,27,35,23,32,29,34,30,43,21,30,36,36
'191901003,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,25,0,7,11,29,16,24,0,22,-1,37,5,11,0,-1,20,14,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,33,-1,-1,0,36,-1,50,-1,25,-1,44,.,60,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,9,34,0,9,14,39,21,32,0,29,-1,48,8,25,0,7,11,29,16,25,0,22,-1,36,33,82,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,13,25,0,-1,14,-1,38,-1,0,-1,-1,-1
'191901004,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,0,-1,0,-1,0,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,0,.,0,.,0,.,.,-1,0,-1,0,-1,0,-1,0,-1,0,.,.,.,0,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,.,.,0,0,-1,0,-1,0,-1,0,-1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,0,-1,0,-1,0,-1,0,.,.
'191901041,13,41,55,-1,-1,56,67,33,67,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,51,53,47,51,60,60,55,57,37,46,41,42,31,42,-1,-1,36,67,27,50,33,17,-1,.,36,34,29,32,45,38,38,37,28,34,26,22,53,54,42,44,63,62,60,59,32,41,51,46,38,38,31,36,47,43,41,43,28,24,32,35,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,49,53,51,57,59,58,51,55,41,50,32,38,20,22,16,22,24,25,23,24,10,18,16,14,31,44,14,61,29,44,46,44,18,44,40,30,54,57,50,54,65,65,60,61,39,51,44,45
'191901043,13,36,39,20,38,46,36,62,55,-1,38,13,-1,59,66,-1,-1,75,80,50,70,-1,-1,-1,40,.,.,.,.,.,.,.,.,.,.,.,.,33,40,33,41,39,46,41,49,14,19,26,29,29,28,36,15,20,32,40,36,-1,23,29,25,22,29,20,30,27,35,27,34,10,14,13,19,36,41,31,35,42,48,44,52,11,15,38,36,24,31,24,25,28,34,30,44,11,12,23,22,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,10,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,31,40,35,47,36,45,37,48,16,22,15,23,6,14,3,15,10,16,7,19,2,8,3,5,9,22,14,24,14,14,7,29,7,24,4,19,35,43,36,46,42,50,43,52,14,19,27,32
'191901101,13,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,42,.,.,40,42,41,42,.,.,28,40,0,20,.,.,-1,-1,-1,-1,.,.,-1,-1,28,35,.,.,29,38,29,36,.,.,23,25,41,43,.,.,39,37,43,45,.,.,38,53,39,40,.,.,48,44,37,39,.,.,20,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,40,.,.,40,47,39,40,.,.,20,30,14,17,.,.,13,24,13,12,.,.,-1,-1,35,48,.,.,33,56,43,38,.,.,22,50,39,43,.,.,39,42,43,45,.,.,31,42
'191901104,13,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,46,.,.,52,54,54,41,.,.,54,41,64,-1,.,.,-1,-1,-1,-1,.,.,-1,.,48,37,.,.,44,44,46,29,.,.,58,38,52,40,.,.,48,53,50,32,.,.,64,32,40,42,.,.,38,75,31,13,.,.,56,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,54,53,.,.,56,55,58,50,.,.,45,53,44,17,.,.,35,13,46,13,.,.,67,-1,52,29,.,.,46,18,46,29,.,.,71,50,54,45,.,.,53,52,56,42,.,.,52,38
'191901105,13,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,28,.,.,21,35,31,25,.,.,12,18,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,20,27,.,.,18,34,28,24,.,.,10,15,27,36,.,.,24,43,37,34,.,.,12,24,21,29,.,.,21,40,24,27,.,.,17,11,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,20,21,.,.,18,29,25,17,.,.,13,11,5,4,.,.,-1,6,5,3,.,.,-1,-1,21,23,.,.,-1,27,24,18,.,.,25,22,24,29,.,.,21,35,34,26,.,.,11,21
'191901106,13,100,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,49,.,.,37,41,52,55,.,.,66,51,29,29,.,.,-1,-1,-1,-1,.,.,-1,-1,39,25,.,.,20,12,40,41,.,.,70,19,46,46,.,.,32,41,47,53,.,.,74,45,49,34,.,.,37,29,52,35,.,.,73,42,-1,38,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,51,51,.,.,40,42,56,57,.,.,60,57,23,13,.,.,4,3,35,20,.,.,42,16,30,52,.,.,-1,46,-1,54,.,.,-1,-1,49,52,.,.,38,45,53,60,.,.,65,54
'191901107,13,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,60,.,.,58,62,63,64,.,.,60,49,63,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,53,35,.,.,67,38,46,42,.,.,42,15,55,61,.,.,53,63,57,62,.,.,57,57,55,47,.,.,48,57,57,43,.,.,64,36,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,60,.,.,63,61,69,67,.,.,64,43,16,31,.,.,18,33,18,29,.,.,10,30,53,54,.,.,53,47,53,60,.,.,55,-1,62,63,.,.,59,63,64,68,.,.,61,51
'191901108,13,63,76,.,.,75,88,75,75,.,.,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,49,54,.,.,41,52,56,59,.,.,50,47,18,0,.,.,-1,-1,-1,-1,.,.,-1,-1,33,40,.,.,25,39,41,45,.,.,36,31,50,50,.,.,40,46,56,54,.,.,57,50,37,36,.,.,24,31,49,44,.,.,40,32,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,-1,40,.,.,-1,40,-1,60,.,.,-1,-1,48,58,.,.,42,59,57,64,.,.,43,43,16,20,.,.,4,22,27,23,.,.,21,15,42,45,.,.,29,45,48,45,.,.,55,44,54,60,.,.,47,59,59,65,.,.,58,54
'191901110,13,48,53,57,-1,44,46,44,46,.,.,.,.,79,100,-1,-1,100,100,63,100,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,51,51,42,52,53,50,54,51,.,.,.,.,46,46,36,50,46,48,50,42,.,.,.,.,39,40,35,39,42,41,37,39,.,.,.,.,51,52,36,47,55,51,55,54,.,.,.,.,47,42,32,34,48,47,51,40,.,.,.,.,-1,20,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,.,.,52,50,48,55,52,49,53,49,.,.,.,.,20,18,14,21,25,18,18,18,.,.,.,.,36,30,34,30,42,31,31,29,.,.,.,.,53,54,44,56,55,51,55,55,.,.,.,.
'191901111,13,32,50,-1,-1,57,90,29,30,.,.,.,.,40,-1,-1,.,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,55,52,55,58,57,57,53,.,.,.,.,67,33,-1,-1,-1,25,-1,50,.,.,.,.,40,38,37,33,43,42,39,36,.,.,.,.,56,57,45,49,58,61,60,56,.,.,.,.,47,43,39,42,51,47,45,40,.,.,.,.,-1,100,-1,.,-1,-1,-1,-1,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,.,.,57,54,58,60,59,53,55,51,.,.,.,.,19,19,16,11,17,19,22,22,.,.,.,.,39,41,36,36,45,39,34,45,.,.,.,.,59,58,55,60,60,58,60,56,.,.,.,.
'191901112,13,60,48,.,.,-1,63,60,50,.,.,.,-1,100,86,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,40,43,.,.,37,45,48,48,.,.,28,30,60,47,.,.,-1,-1,-1,-1,.,.,-1,-1,31,36,.,.,28,30,40,46,.,.,22,29,38,44,.,.,33,45,50,50,.,.,26,33,24,32,.,.,25,34,30,34,.,.,10,27,.,-1,.,.,.,-1,.,-1,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,41,41,.,.,41,44,46,46,.,.,30,28,7,4,.,.,4,3,12,7,.,.,0,0,13,26,.,.,17,29,17,29,.,.,-1,-1,45,45,.,.,39,46,54,51,.,.,36,31
'191901113,13,100,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,40,.,.,41,39,58,48,.,.,54,27,-1,50,.,.,-1,-1,-1,-1,.,.,.,-1,38,36,.,.,17,27,67,40,.,.,-1,-1,52,41,.,.,34,33,66,52,.,.,61,33,37,20,.,.,38,28,38,21,.,.,30,6,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,-1,-1,49,39,.,.,48,44,51,44,.,.,48,21,8,15,.,.,-1,17,20,20,.,.,-1,5,29,50,.,.,-1,-1,33,-1,.,.,-1,-1,53,45,.,.,41,41,63,55,.,.,57,32
'192901001,13,.,.,.,.,.,.,.,.,.,.,.,.,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,20,15,15,7,12,9,26,26,17,12,37,23,.,.,.,.,.,.,.,.,.,.,.,.,10,9,6,4,6,3,16,20,10,10,12,9,19,15,14,7,8,7,32,27,14,9,34,25,17,11,11,5,11,5,24,21,13,7,30,18,.,.,.,.,.,.,.,.,.,.,.,.,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,16,16,7,16,12,20,25,20,16,41,20,9,9,6,3,3,3,18,17,5,5,19,16,15,24,8,-1,17,-1,25,-1,8,-1,-1,50,26,28,24,16,12,19,28,44,24,28,58,35
'192901041,13,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,16,16,23,18,14,19,20,5,7,21,12,.,.,.,.,.,.,.,.,.,.,.,.,12,11,11,9,15,11,14,14,0,0,11,11,15,15,11,13,14,15,16,21,3,0,31,18,13,13,11,19,13,12,13,17,4,2,21,8,.,.,.,.,.,.,.,.,.,.,.,.,-1,2,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,20,16,21,32,23,12,23,18,7,13,13,5,5,5,5,9,5,6,7,7,0,0,0,4,26,29,-1,-1,20,31,40,31,-1,-1,-1,-1,31,38,28,57,37,30,39,40,6,-1,22,30
'192901101,13,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,10,13,13,11,6,10,13,15,.,.,6,14,.,.,.,.,.,.,.,.,.,.,.,.,8,10,10,9,6,12,11,9,.,.,3,11,7,10,8,3,4,11,11,11,.,.,7,14,8,9,12,9,5,8,9,10,.,.,5,12,.,.,.,.,.,.,.,.,.,.,.,.,3,4,-1,-1,8,0,-1,0,.,.,-1,-1,12,15,18,22,9,9,15,20,.,.,5,14,4,5,11,5,3,4,4,4,.,.,0,11,16,19,-1,-1,-1,33,-1,11,.,.,-1,-1,23,36,-1,20,14,27,38,54,.,.,9,-1
'193801001,13,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,9,28,7,16,9,33,19,13,5,20,0,50,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,8,31,4,15,7,34,19,14,0,17,0,22,7,57,7,7,9,29,13,40,0,-1,-1,10,7,13,8,0,6,20,13,0,8,-1,-1,-1,.,.,.,-1,.,-1,.,.,.,-1,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,24,11,9,8,22,9,36,25,0,11,-1,-1,27,8,36,4,22,6,35,19,15,0,23,0,34,15,40,13,25,19,42,27,22,9,-1,-1,27,12,38,7,17,12,35,27,33,0,-1,0
'193801101,13,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,28,33,22,22,17,40,34,53,33,57,43,24,7,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,37,26,33,23,22,13,40,33,53,33,57,43,46,24,27,18,37,17,57,33,43,13,64,43,35,27,33,29,18,19,44,31,29,29,50,-1,57,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,30,31,38,25,12,17,26,35,63,50,50,43,37,27,33,23,23,16,39,33,53,33,55,43,37,29,33,24,22,18,40,36,53,35,57,43,44,35,50,25,27,20,33,45,-1,50,67,44
'193902001,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,36,18,36,19,25,45,48,19,29,43,41,.,-1,.,.,.,-1,.,-1,.,.,.,-1,22,31,15,38,10,18,36,37,12,31,35,35,32,33,23,33,21,20,48,48,15,21,53,50,14,21,15,21,5,11,27,30,5,16,13,32,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,3,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,38,14,40,18,29,43,47,23,40,37,34,9,18,13,15,3,5,16,29,6,12,7,35,13,33,11,-1,8,27,18,45,17,-1,-1,60,38,44,20,45,28,33,56,56,28,38,58,48
