CAMPUS,YEAR,CA0CA10R,CA0CA11R,CA0CC10R,CA0CC11R,CA0CS10R,CA0CS11R,CA0CT10R,CA0CT11R,CACRB10R,CACRB11R,CACRM10R,CACRM11R,CACRR10R,CACRR11R,CB0CA10R,CB0CA11R,CB0CC10R,CB0CC11R,CB0CS10R,CB0CS11R,CB0CT10R,CB0CT11R,CBCRB10R,CBCRB11R,CBCRM10R,CBCRM11R,CBCRR10R,CBCRR11R,CECRB10R,CECRB11R,CECRM10R,CECRM11R,CECRR10R,CECRR11R,CF0CA10R,CF0CA11R,CF0CC10R,CF0CC11R,CF0CS10R,CF0CS11R,CF0CT10R,CF0CT11R,CFCRB10R,CFCRB11R,CFCRM10R,CFCRM11R,CFCRR10R,CFCRR11R,CH0CA10R,CH0CA11R,CH0CC10R,CH0CC11R,CH0CS10R,CH0CS11R,CH0CT10R,CH0CT11R,CHCRB10R,CHCRB11R,CHCRM10R,CHCRM11R,CHCRR10R,CHCRR11R,CI0CA10R,CI0CA11R,CI0CC10R,CI0CC11R,CI0CS10R,CI0CS11R,CI0CT10R,CI0CT11R,CICRB10R,CICRB11R,CICRM10R,CICRM11R,CICRR10R,CICRR11R,CLCRB10R,CLCRB11R,CLCRM10R,CLCRM11R,CLCRR10R,CLCRR11R,CM0CA10R,CM0CA11R,CM0CC10R,CM0CC11R,CM0CS10R,CM0CS11R,CM0CT10R,CM0CT11R,CMCRB10R,CMCRB11R,CMCRM10R,CMCRM11R,CMCRR10R,CMCRR11R,CRCRB10R,CRCRB11R,CRCRM10R,CRCRM11R,CRCRR10R,CRCRR11R,CSCRB10R,CSCRB11R,CSCRM10R,CSCRM11R,CSCRR10R,CSCRR11R,CW0CA10R,CW0CA11R,CW0CC10R,CW0CC11R,CW0CS10R,CW0CS11R,CW0CT10R,CW0CT11R,CWCRB10R,CWCRB11R,CWCRM10R,CWCRM11R,CWCRR10R,CWCRR11R,GA0CA10R,GA0CA11R,GA0CC10R,GA0CC11R,GA0CS10R,GA0CS11R,GA0CT10R,GA0CT11R,GACRB10R,GACRB11R,GACRM10R,GACRM11R,GACRR10R,GACRR11R,C20CA10R,C20CA11R,C20CC10R,C20CC11R,C20CS10R,C20CS11R,C20CT10R,C20CT11R,C2CRB10R,C2CRB11R,C2CRM10R,C2CRM11R,C2CRR10R,C2CRR11R,C30CA10R,C30CA11R,C30CC10R,C30CC11R,C30CS10R,C30CS11R,C30CT10R,C30CT11R,C3CRB10R,C3CRB11R,C3CRM10R,C3CRM11R,C3CRR10R,C3CRR11R,C40CA10R,C40CA11R,C40CC10R,C40CC11R,C40CS10R,C40CS11R,C40CT10R,C40CT11R,C4CRB10R,C4CRB11R,C4CRM10R,C4CRM11R,C4CRR10R,C4CRR11R
'057819001,2012,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1
'057825001,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057825004,2012,.,-1,.,-1,.,-1,0,4.7,30,20,50,27,40,47,.,-1,.,-1,.,.,0,8.3,-1,-1,-1,-1,-1,-1,20,25,20,38,40,38,.,-1,.,-1,.,.,0,4.3,-1,22,-1,22,-1,67,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,0,5,22,17,44,33,33,17,17,17,17,25,33,42,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-1,25,-1,25,-1,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'057825005,2012,.,.,.,.,.,.,0,0,40,35,67,71,53,48,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,43,41,71,83,50,47,.,.,.,.,.,.,0,0,60,43,80,71,70,57,.,.,.,.,.,.,0,0,55,35,82,71,73,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,0,-3,31,40,71,20,44,14,20,57,45,29,40,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,17.9,18.2,5.3,0,904,890,69.4,84.7,34,32,57,54,48,52,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'057825006,2012,.,-1,.,-1,.,.,-1,-2,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,.,-1,-2,-1,.,-1,.,-1,.,.,-1,.,-1,.,.,-1,-2,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.
'057825010,2012,.,.,-1,-1,-1,748,5.3,7.8,25,6,29,32,39,29,.,.,.,-1,.,-1,0,-1,-1,-1,-1,-1,-1,-1,36,-3,42,44,42,13,.,.,-1,-1,-1,748,12,14.8,14,13,14,30,25,50,.,.,-1,-1,-1,-1,20,20,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,33,-3,40,33,50,11,20,-3,27,36,27,10,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,2.8,2.4,13,7,11,31,22,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'057825012,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057825013,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057827101,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057827102,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057828001,2012,-1,17.2,-1,28.6,-1,-1,4.5,10,17,37,29,45,40,52,.,15.6,-1,0,-1,-1,13.3,23.8,13,10,11,27,38,18,22,31,29,31,44,43,-1,-1,-1,-1,-1,-1,5,10.5,6,56,17,63,37,67,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,15.6,-1,-1,-1,.,3.8,9.4,60,9,63,23,50,27,11,24,27,33,33,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,2.4,5.4,15,50,37,53,36,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1
'057828002,2012,-1,-1,20,40,-1,1022,6.9,6.8,35,37,66,57,59,63,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,45,-1,33,-1,-1,-1,40,-1,1022,7.7,10.6,37,44,68,56,60,74,.,.,.,.,.,.,0,0,20,43,20,50,40,71,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,6.1,0,33,20,62,60,57,36,32,39,61,55,60,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,1022,7.1,9.6,45,45,79,70,65,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1
'057828003,2012,-1,-1,0,11.1,-1,891,16.7,11.7,53,40,59,55,73,51,.,-1,.,-1,.,-1,0,18.8,-1,50,20,67,-1,63,-1,50,-1,67,-1,50,-1,-1,-1,0,-1,-1,15,10.4,45,42,54,53,64,61,.,.,.,-1,.,-1,-1,7.7,-1,43,-1,71,-1,50,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,20,13.8,-1,36,-1,58,-1,33,57,22,67,37,71,40,-1,-1,-1,-1,-1,-1,-1,.,0,0,-1,880,29.4,12.8,56,33,70,33,67,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1
'057828004,2012,21.6,-1,25,-1,985,-1,26.7,6.7,30,37,33,41,65,65,.,.,.,.,.,.,.,0,-1,-1,-1,-1,-1,-1,-1,57,-1,50,-1,71,-1,-1,16.7,-1,968,-1,25,6.5,25,33,23,40,50,77,.,.,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33.3,-1,-1,-1,28.6,6.9,36,43,45,43,82,43,18,43,25,33,64,63,-1,-1,-1,-1,-1,-1,21.6,-1,18.2,-1,970,-1,26.8,6.5,30,36,33,44,65,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'057828005,2012,.,-1,-1,14.3,-1,1014,3.8,10.8,19,28,36,48,52,58,.,.,-1,-1,-1,-1,10,-1,40,-1,60,-1,29,-1,25,23,47,46,44,54,.,-1,-1,-1,-1,-1,5,4.9,25,24,41,50,58,59,.,.,-1,-1,-1,-1,7.1,6.7,-1,29,-1,43,60,63,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,.,-1,-1,20,-1,1042,2.3,20.8,12,38,30,44,42,56,15,20,28,33,49,55,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,2.6,9.3,16,25,31,45,54,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1
'057828006,2012,-1,-1,-1,-1,-1,-1,3.7,7,24,41,31,43,52,50,-1,.,-1,.,.,.,11.1,-1,-1,-1,-1,-1,-1,-1,13,14,27,25,38,30,-1,.,-1,-1,-1,-1,5.9,6.7,19,57,33,57,54,69,.,.,.,.,.,.,0,0,40,-1,40,-1,40,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,2.1,7.4,29,13,29,22,50,20,7,18,11,25,45,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.3,9.1,18,47,27,44,56,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'057829001,2012,-1,.,14.3,2.2,852,805,41.2,93.8,29,25,41,62,50,32,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,28,42,62,54,36,-1,.,0,3.3,781,796,62.5,93.8,27,27,47,61,53,39,-1,.,9.1,0,801,809,37.9,86.4,30,24,43,64,53,31,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,0,-1,823,22.2,93.8,32,20,37,65,47,20,9,8,9,36,36,16,-1,-3,-1,20,-1,-3,.,.,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,18,18.9,0,5.6,852,900,51.3,88.2,33,50,64,67,47,67,.,.,-1,-1,-1,-1,-1,-2,-1,20,-1,40,-1,40,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'057830001,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057830002,2012,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.
'057831001,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057831002,2012,16.5,14.3,3.2,0,748,719,-2,100,28,10,42,27,44,26,16.5,14.3,3.2,0,748,719,-2,100,28,10,42,27,44,26,24,10,36,50,40,30,16.4,14.3,5.3,0,745,729,-2,-2,32,14,37,29,53,32,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,753,696,100,88.9,23,-3,50,22,31,11,-3,-3,9,-3,10,-3,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,18.2,18.3,9.3,6,944,-1,71.9,83.8,40,39,60,64,50,56,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'057832001,2012,.,.,.,-1,.,-1,0,3.1,-1,14,-1,13,-1,40,.,.,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,-1,-3,-1,-3,-1,50,.,.,.,-1,.,-1,0,5.9,-1,11,-1,10,-1,40,.,.,.,-1,.,-1,0,6.7,-1,-3,-1,-3,-1,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-1,20,-1,20,-1,40,-1,15,-1,14,-1,43,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'057833001,2012,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'057833002,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057834001,2012,.,.,0,5,915,777,3.9,12.2,18,25,30,40,41,35,.,.,-1,0,-1,755,5.6,19,5,5,14,24,22,11,-3,26,23,43,25,36,.,.,0,9.1,915,801,9,13.8,12,30,19,35,41,50,.,.,-1,0,-1,716,2.3,13,5,30,17,44,38,48,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,33,-1,17,.,.,.,0,.,748,0,10.7,24,21,39,44,41,23,15,16,23,31,37,27,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,3.8,2.3,39,43,54,54,58,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,-1,20,-1,-1,-1,40,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1
'057835001,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057835101,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057835102,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057835103,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057836041,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
